code_ISIN,nom_du_produit,emetteur_du_produit,date_emission,date_remboursement,mention_complexite,montant_minimum_investissement,niveau_garantie,niveau_barriere_desactivante,niveau_risque,produit_sous_jacent,nature_sous_jacent,code_ISIN_sous_jacent,frais_ponctuels_entree,frais_ponctuels_sortie_echeance,frais_ponctuels_sortie_anticipee,frais_recurrents,frais_accessoires,performance_tension,performance_maximale,espérance_maximale_rendement,date_actualisation,resume_mecanisme,resume_detaille_mecanisme,complexite_gpt
FRSG00014334,OPTI PERFORMANCE ACTIONS RENAULT-STMICROELECTRONICS 2023,SG Issuer,2023-08-17,2028-11-27,Oui,1000.0,0.0,0.5,6,"Renault SA, STMicroelectronics NV","Action, Action","FR0000131906, NL0000226223",0.066,0.005,0.005,0.015,Non,-0.752,0.08,,2024-02-29,"• Rendement lié à la performance des actions Renault SA et STMicroelectronics NV.
• Remboursement anticipé possible à des dates prédéfinies si niveau du sous-jacent de référence est équivalent ou au-dessus de la barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final du sous-jacent de référence ≥ barrière finale : remboursement de 100% de la valeur nominale plus coupon final.
  - Niveau final entre barrière finale et barrière du capital : remboursement de 100% de la valeur nominale.
  - Niveau final sous barrière du capital : perte partielle ou totale du montant investi.","Le produit OPTI PERFORMANCE ACTIONS RENAULT-STMICROELECTRONICS 2023 est un titre de créance lié aux performances des actions Renault SA et STMicroelectronics NV, sans protection du capital. Il offre la possibilité de remboursement anticipé à des dates spécifiques si les conditions de marché sont favorables, sinon le remboursement à l'échéance dépend de la performance des sous-jacents. Si le niveau final est inférieur à la barrière du capital, l'investisseur risque une perte partielle ou totale. Le produit est complexe, avec un niveau de risque élevé (6 sur 7), et est destiné à des investisseurs expérimentés capables de supporter une perte totale de leur investissement.",complexe
FR0014005K78,FREQUENCE EURO EVOLUTION 2021,SG Issuer,2021-09-29,2033-12-05,Oui,1000.0,0.0,0.5,7,SOLYS - Euro Evolution,Fonds,LU2010458359,0.0037,0.0,Non mentionné,0.0096,Non mentionné,-0.4786,0.038,Non mentionné,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible à des dates prédéfinies si le sous-jacent atteint ou dépasse la barrière de remboursement anticipé.
• À l'échéance, si le sous-jacent est au-dessus de la barrière du capital, remboursement de 100% de la valeur nominale.
• Si le sous-jacent est en dessous de la barrière du capital, remboursement basé sur la performance du sous-jacent.","Le produit FREQUENCE EURO EVOLUTION 2021 est un titre de créance lié à la performance du fonds SOLYS - Euro Evolution. Il offre un coupon conditionnel et la possibilité d'un remboursement anticipé si le fonds atteint ou dépasse une barrière prédéfinie. À l'échéance, le remboursement dépend de la performance du fonds par rapport à une barrière de capital de 50%. Sans protection du capital, les investisseurs peuvent subir une perte totale de leur investissement. Ce produit est classé dans la classe de risque la plus élevée (7/7) et est considéré comme très complexe en raison de sa structure conditionnelle et du risque élevé de perte en capital.",très complexe
FRSG00012MG7,Autocall Oxygene Bouygues 2,SG Issuer,2022-04-20,2027-04-13,Oui,1000.0,0.0,0.5,6,Bouygues SA,Action,FR0000120503,0.0017,0.0,Non mentionné,0.0094,Non mentionné,-0.8623,0.0693,Non mentionné,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible à des dates prédéfinies si le sous-jacent atteint ou dépasse la barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Si le niveau final du sous-jacent est ≥ à la barrière du capital : remboursement de 100% de la valeur nominale.
  - Si le niveau final du sous-jacent est < à la barrière du capital : remboursement basé sur la performance du sous-jacent, risque de perte partielle ou totale.","Autocall Oxygene Bouygues 2 est un titre de créance lié à l'action Bouygues SA, sans protection du capital. Il offre un coupon conditionnel et la possibilité de remboursement anticipé si le sous-jacent atteint certaines barrières. À l'échéance, le remboursement dépend de la performance du sous-jacent par rapport à la barrière du capital. En cas de performance inférieure, l'investisseur risque une perte partielle ou totale. Le produit est classé avec un niveau de risque élevé (6 sur 7) et est destiné à des investisseurs expérimentés. La complexité est due à la structure conditionnelle des paiements et à l'absence de garantie de capital.",complexe
FR001400I137,MONTAIGNE,SG Issuer,2023-07-03,2026-10-20,Oui,1000.0,0.0,0.7,5,Solactive Luxury Selection PR Index,Indice,SOLSPR,0.026,0.005,0.005,0.01,Non,-0.727,0.06,,2024-02-29,"• Rendement défini à maturité ou par anticipation.
• Remboursement anticipé si Sous-Jacent ≥ Barrière de Remboursement Anticipé.
• À maturité, si non remboursé par anticipation :
  - Sous-Jacent ≥ Barrière Finale : Valeur Nominale + Coupon Final.
  - Sous-Jacent entre Barrière Finale et Barrière du Capital : Valeur Nominale.
  - Sous-Jacent < Barrière du Capital : Valeur Nominale ajustée par Niveau Final du Sous-Jacent.","Le produit MONTAIGNE est un titre de créance lié à l'indice Solactive Luxury Selection PR Index, sans protection du capital. Il offre un remboursement anticipé si l'indice dépasse la barrière de 100% à des dates prédéfinies, avec un coupon croissant de 6% à 12%. À l'échéance, si le produit n'a pas été remboursé, le paiement dépend de la performance de l'indice par rapport à la barrière finale de 100% et la barrière du capital de 70%. Classé avec un risque de 5 sur 7, ce produit présente un risque moyen à élevé et est complexe en raison de sa structure conditionnelle et de l'absence de garantie de capital.",complexe
FRSG00013SO6,Autocall Oxygene SX7E 37,SG Issuer,2023-06-09,2029-05-14,Oui,1000.0,0.0,0.5,6,EURO STOXX BANKS ( PRICE )® INDEX,Indice,EU0009658426,0.032,0.005,0.005,0.006,Non,-0.528,0.079,,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible à des dates prédéfinies si le sous-jacent atteint ou dépasse la barrière de remboursement anticipé.
• À l'échéance, si non remboursé par anticipation :
  - Niveau final du sous-jacent ≥ barrière du capital : remboursement de 100% de la valeur nominale.
  - Niveau final du sous-jacent < barrière du capital : remboursement basé sur la performance du sous-jacent.","Le produit Autocall Oxygene SX7E 37 est un titre de créance lié à l'indice EURO STOXX BANKS, sans protection du capital. Il offre un coupon conditionnel et la possibilité d'un remboursement anticipé si le sous-jacent atteint ou dépasse une barrière prédéfinie. À l'échéance, le remboursement dépend de la performance du sous-jacent par rapport à la barrière du capital. En cas de performance inférieure, une perte partielle ou totale du capital est possible. Le produit est classé avec un niveau de risque élevé (6 sur 7) et est destiné à des investisseurs ayant une connaissance spécifique des produits financiers. La complexité de ce produit est considérée comme élevée en raison de sa dépendance à la performance d'un indice et de l'absence de garantie du capital.",complexe
FR001400G3E3,MMA PERSPECTIVES MAI 2023,SG Issuer,2023-05-02,2033-08-18,Oui,100.0,1.0,0,3,Euronext Global Sustainability and Climate Screened Decrement 50 Points,Indice,GLOCLAMB,0.074,0.005,0.005,0.015,Non,-0.292,0.051,,2024-02-29,"• Remboursement anticipé si niveau du sous-jacent >= barrière de remboursement anticipé à dates d'observation spécifiques.
• Remboursement anticipé : 100% de la valeur nominale + coupon de remboursement anticipé.
• À maturité, si non remboursé par anticipation :
  - Niveau final du sous-jacent >= barrière finale : 100% de la valeur nominale + coupon final.
  - Sinon : 100% de la valeur nominale.","Le produit MMA PERSPECTIVES MAI 2023 est un titre de créance de 10 ans et 3 mois émis par SG Issuer, lié à l'indice Euronext Global Sustainability and Climate Screened Decrement 50 Points. Il offre un remboursement anticipé si le niveau du sous-jacent est égal ou supérieur à la barrière de remboursement anticipé lors des dates d'observation. À l'échéance, si le produit n'a pas été remboursé par anticipation, le remboursement dépend de la performance du sous-jacent par rapport à la barrière finale. Le produit est classé avec un risque de 3 sur 7, indiquant un risque entre bas et moyen. La protection du capital est garantie uniquement à l'échéance. La complexité de ce produit est considérée comme moyenne en raison de ses caractéristiques de paiement conditionnel et de la dépendance à la performance d'un indice spécifique.",moyenne
FR0013289139,SG Formule Essentielle N°5,Société Générale,27/12/2017,20/04/2028,Oui,1000.0,0.9,0,4,Non spécifié,Non spécifié,Non spécifié,0.01,0.0,Non spécifié,0.0,Non,-0.196,Non spécifié,Non spécifié,2024-02-29,"• Rendement lié à la performance du Sous-jacent de Référence.
• Protection partielle du capital à maturité (90% de la Valeur Nominale).
• Possibilité de remboursement anticipé si conditions prédéfinies sont remplies.
• Remboursement à maturité basé sur la performance du Sous-jacent de Référence et la Barrière Finale.","SG Formule Essentielle N°5 est un titre de créance avec une protection partielle du capital à maturité, offrant un rendement lié à la performance d'un sous-jacent non spécifié. Il peut être remboursé par anticipation si un niveau intermédiaire est atteint. À maturité, si le produit n'est pas remboursé par anticipation, le remboursement dépend de la performance du sous-jacent par rapport à une barrière finale. Si le niveau final est supérieur ou égal à la barrière finale, le remboursement est de 100% de la valeur nominale plus la performance du sous-jacent. Sinon, le remboursement est le maximum entre 90% de la valeur nominale et la valeur nominale multipliée par le niveau final du sous-jacent. Classé dans une classe de risque de 4 sur 7, ce produit est de complexité moyenne en raison de sa structure conditionnelle et de la protection partielle du capital.",moyenne
XS2125124193,Euro Privilège,Société Générale Luxembourg,01/04/2020,15/07/2030,Oui,1000.0,0.0,0.5,5,EURO EVOLUTION-CLASS I,Fonds,LU2010458359,0.0071,0.0,Non mentionné,0.0,Non mentionné,-0.7906,0.014,Non mentionné,2024-02-29,"• Paiement de coupon fixe annuel.
• Remboursement anticipé possible si le sous-jacent dépasse la barrière de remboursement anticipé à des dates d'observation spécifiques.
• À l'échéance, si non remboursé par anticipation :
  - Si niveau final du sous-jacent ≥ barrière finale : paiement de 100% de la valeur nominale plus coupon final.
  - Si niveau final du sous-jacent < barrière finale mais ≥ barrière du capital : paiement de 100% de la valeur nominale.
  - Si niveau final du sous-jacent < barrière du capital : paiement basé sur la performance du sous-jacent, risque de perte partielle ou totale.","Euro Privilège est un titre de créance sans protection du capital, émis par Société Générale Luxembourg, avec une maturité de 10 ans. Il offre un coupon fixe annuel et la possibilité de remboursement anticipé si le fonds sous-jacent dépasse une barrière prédéfinie. À l'échéance, le remboursement dépend de la performance du fonds sous-jacent par rapport à des barrières spécifiques. En cas de performance inférieure à la barrière du capital, les investisseurs risquent une perte partielle ou totale. Le produit est classé avec un niveau de risque de 5 sur 7, indiquant un risque moyen à élevé. La complexité est considérée comme moyenne en raison de la structure conditionnelle de remboursement et de l'absence de protection du capital.",moyenne
FRSG00013MX0,Phoenix Eurozone PAB Juin 2023,SG Issuer,2023-04-14,2033-07-07,Oui,1000.0,0.0,0.5,5,MSCI EMU PAB Select 50 Decrement 50 Points EUR Index,Indice,MXEPAB50,0.03,0.005,0.005,0.002,Non,-0.905,0.075,,2024-02-29,"• Coupon conditionnel périodique.
• Remboursement anticipé possible selon conditions prédéfinies.
• À maturité, remboursement lié à la performance du sous-jacent.
• Capital intégralement à risque.","Le produit Phoenix Eurozone PAB Juin 2023 est un titre de créance de 10 ans et 2 mois, sans protection du capital, émis par SG Issuer. Il offre des coupons conditionnels et un potentiel de remboursement anticipé basé sur la performance de l'indice MSCI EMU PAB Select 50 Decrement 50 Points EUR Index. À l'échéance, si le produit n'a pas été remboursé par anticipation, le remboursement dépend de la performance de l'indice par rapport à une barrière de capital de 50%. En cas de baisse significative de l'indice, une perte totale ou partielle du capital investi est possible. Le produit est classé avec un niveau de risque de 5 sur 7, indiquant un risque moyen à élevé. La complexité de ce produit est considérée comme moyenne en raison de ses caractéristiques de paiement conditionnel et de son lien avec la performance d'un indice de marché.",moyenne
FRSG00011JY8,Athena Oxygène Avril 2021,SG Issuer,2021-02-12,2031-05-12,Oui,1000.0,0.0,0.5,5,SBF Top 50 ESG EW Decrement 50 Points,Indice,FR0013371440,0.071,0.005,0.005,0.001,Non,-0.819,0.3,,2024-02-29,"• Coupon conditionnel lié à la performance du sous-jacent.
• Remboursement anticipé possible selon conditions prédéfinies.
• À l'échéance, remboursement lié à la performance du sous-jacent.
• Capital intégralement en risque.
• Pas de protection contre les aléas de marché.","Athena Oxygène Avril 2021 est un titre de créance de 10 ans et 3 mois, sans sûreté réelle, lié à l'indice SBF Top 50 ESG EW Decrement 50 Points. Il offre un coupon conditionnel et la possibilité d'un remboursement anticipé basé sur la performance de l'indice. À l'échéance, si le produit n'a pas été remboursé par anticipation, le remboursement dépend de la performance de l'indice par rapport à la barrière du capital. En cas de performance inférieure, une perte partielle ou totale du capital investi est possible. Le produit est classé avec un risque de 5 sur 7, indiquant un niveau de risque moyen à élevé sans protection du capital. La complexité de ce produit est considérée comme moyenne en raison de sa dépendance à la performance d'un indice et de ses caractéristiques de paiement conditionnel.",moyenne
